1,3.2,5,
1,4.7,6,
1,5.825,9,
1,6.0125,10,
3,6.3875,0,
1,7.5125,10,
3,7.8875,0,1
2,9.3875,5,
2,10.1375,9,
2,10.5125,10,
3,10.79375,0,
3,11.91875,0,
3,12.2,2,
3,12.48125,3,
3,13.04375,2,
1,13.79375,10,
2,14.54375,5,1
3,15.29375,2,
3,16.79375,0,
3,18.29375,0,
3,18.66875,2,
3,19.04375,5,
3,19.41875,2,
2,19.98125,10,
3,21.10625,5,
3,21.48125,2,1
3,22.23125,0,
3,22.79375,2,1
2,24.29375,9,
2,24.66875,10,
3,25.04375,0,
3,25.41875,5,
3,25.79375,7,
3,25.98125,7,
3,26.16875,5,
3,26.54375,2,
3,26.91875,0,
3,27.48125,2,
2,28.04375,9,
1,28.41875,10,
3,28.79375,0,
2,29.91875,10,
3,30.66875,0,
3,31.04375,5,
3,31.41875,3,
3,31.79375,2,
2,32.16875,10,
3,33.29375,2,
3,34.04375,5,
3,35.16875,6,1
3,35.35625,5,
3,35.54375,3,
3,35.73125,1,
2,35.91875,9,
2,36.10625,8,
2,36.29375,6,
0,36.48125,5,
1,37.23125,2,
1,37.60625,5,
1,39.10625,5,
1,40.60625,6,
1,41.73125,9,
1,41.91875,10,
3,42.29375,0,
1,43.41875,10,
3,43.79375,0,1
2,45.29375,5,
2,46.04375,9,
2,46.41875,10,
3,46.7,0,
3,47.825,0,
3,48.10625,2,
3,48.3875,3,
3,48.95,2,
1,49.7,10,
2,50.45,5,1
3,51.2,2,
3,52.7,0,
3,54.2,0,
3,54.575,2,
3,54.95,5,
3,55.325,2,
2,55.8875,10,
3,57.0125,5,
3,57.3875,2,
3,58.1375,0,
3,58.7,2,
2,60.2,9,
2,60.575,10,
3,60.95,0,
3,61.325,5,
3,61.7,7,
3,61.8875,7,
3,62.075,5,
3,62.45,2,
3,62.825,0,
3,63.3875,2,
2,63.95,9,
1,64.325,10,
3,64.7,0,
2,65.825,10,
3,66.575,0,
3,66.95,5,
3,67.325,3,
3,67.7,2,
2,68.075,10,
3,69.2,2,
3,69.95,5,
3,71.075,6,
3,71.2625,5,
3,71.45,3,
3,71.6375,1,
2,71.825,9,
2,72.0125,8,
2,72.2,6,
0,72.3875,5,
1,73.1375,2,
1,73.7,5,
2,74.45,7,
2,75.0125,10,
3,75.3875,0,
3,75.95,0,
3,76.5125,2,
2,76.8875,10,
1,77.45,7,
2,77.825,10,
3,78.2,0,
3,78.7625,0,
3,79.325,5,
3,79.7,7,
3,80.075,2,
3,80.45,5,1
3,81.2,10,
3,81.575,8,
3,81.7625,6,
3,81.95,5,
3,82.325,3,
3,82.7,2,
1,83.45,10,
3,84.0125,0,
2,84.7625,7,
3,85.325,0,
1,85.8875,10,
1,86.6375,9,1
3,87.2,0,
3,87.7625,0,
3,88.325,2,
2,88.8875,10,
2,89.45,7,
2,89.825,10,
3,90.3875,0,1
3,90.7625,5,
3,91.1375,2,
3,91.5125,0,
1,91.8875,10,1
3,92.6375,1,
3,93.0125,0,
1,93.3875,10,
2,94.1375,10,
3,94.8875,10,
2,96.0125,10,
1,97.1375,5,
2,97.5125,10,
3,98.075,0,
1,99.2,5,
2,100.7,6,
1,101.825,9,
2,102.0125,10,
3,102.3875,0,
2,103.5125,10,
3,103.8875,0,1
1,105.3875,5,
2,106.1375,9,
2,106.5125,10,
3,106.79375,0,
3,107.91875,0,
3,108.2,2,
3,108.48125,3,
3,109.04375,2,
2,109.79375,10,
1,110.54375,5,
3,111.29375,10,
3,111.48125,9,
3,111.66875,8,
3,111.85625,7,
3,112.23125,2,
3,113.73125,0,
3,115.23125,0,
3,115.60625,2,
3,115.98125,5,
3,116.35625,2,
1,116.91875,10,
3,118.04375,5,
3,118.41875,2,
3,119.16875,0,
3,119.54375,2,
2,121.04375,9,
2,121.23125,10,
3,121.60625,0,
3,121.98125,5,
3,122.35625,7,
3,122.54375,7,
3,122.73125,5,
3,123.10625,2,
3,123.48125,0,
3,124.04375,2,
2,124.60625,9,
1,124.98125,10,
3,125.35625,0,
2,126.48125,10,
3,127.23125,0,
3,127.60625,5,
3,127.98125,3,
3,128.35625,2,
1,128.73125,10,
3,129.85625,2,
3,130.98125,5,
3,131.73125,6,
3,131.91875,5,
3,132.10625,3,
3,132.29375,1,
2,132.48125,9,
1,132.66875,8,
2,132.85625,6,
0,133.04375,5,
2,133.79375,2,
1,134.16875,5,
2,135.29375,7,
1,135.66875,10,
3,136.04375,0,
3,136.60625,0,
3,137.16875,2,
2,137.54375,7,
2,137.825,10,
1,138.3875,7,
1,138.575,10,
3,138.95,0,
3,139.325,5,
3,139.7,2,
3,140.075,0,
2,140.45,10,
1,141.0125,8,
2,141.3875,5,
1,141.7625,10,
3,142.325,10,
3,143.45,0,
3,143.825,2,
3,144.3875,5,
2,145.1375,10,
1,145.8875,9,
2,147.0125,10,
2,147.3875,10,
1,147.95,5,
1,148.5125,10,
3,149.075,0,
3,149.45,2,
3,149.825,9,
3,150.2,2,
3,150.575,0,
1,150.95,5,
